"Species"	"Genus"	"Family"	"Order"	"Class"	"Phylum"	"Domain"
"Cryosericum sp"	"Cryosericum"	"Cryosericaceae"	"Cryosericales"	"Caldisericia"	"Caldisericota"	"Bacteria"
"Cryosericum terrychapinii"	"Cryosericum"	"Cryosericaceae"	"Cryosericales"	"Caldisericia"	"Caldisericota"	"Bacteria"
"Cryptobacterium curtum"	"Cryptobacterium"	"Eggerthellaceae"	"Coriobacteriales"	"Coriobacteriia"	"Actinobacteriota"	"Bacteria"
"Cryptosporangium arvum"	"Cryptosporangium"	"Cryptosporangiaceae"	"Mycobacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Cryptosporangium aurantiacum"	"Cryptosporangium"	"Cryptosporangiaceae"	"Mycobacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Cryptosporangium sp"	"Cryptosporangium"	"Cryptosporangiaceae"	"Mycobacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"CSBR16-104 sp"	"CSBR16-104"	"Izemoplasmataceae"	"Izemoplasmatales"	"Bacilli"	"Firmicutes"	"Bacteria"
"CSBR16-107 sp"	"CSBR16-107"	"Izemoplasmataceae"	"Izemoplasmatales"	"Bacilli"	"Firmicutes"	"Bacteria"
"CSBr16-110 sp"	"CSBr16-110"	"Ilumatobacteraceae"	"Acidimicrobiales"	"Acidimicrobiia"	"Actinobacteriota"	"Bacteria"
"CSBR16-113R1 sp"	"CSBR16-113R1"	"CAG-822"	"RF39"	"Bacilli"	"Firmicutes"	"Bacteria"
"CSBR16-119 sp"	"CSBR16-119"	"CSBR16-119"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"CSBr16-161 sp"	"CSBr16-161"	"Crocinitomicaceae"	"Flavobacteriales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"CSBR16-174 sp"	"CSBR16-174"	"CAG-822"	"RF39"	"Bacilli"	"Firmicutes"	"Bacteria"
"CSBR16-193 sp"	"CSBR16-193"	"CSBR16-193"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"CSBR16-202 sp"	"CSBR16-202"	"DTU012"	"DTU010"	"Limnochordia"	"Firmicutes"	"Bacteria"
"CSBR16-224 sp"	"CSBR16-224"	"UBA2020"	"Micavibrionales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"CSBR16-49 sp"	"CSBR16-49"	"Dethiosulfatibacteraceae"	"Tissierellales"	"Clostridia"	"Firmicutes"	"Bacteria"
"CSBr16-57R1 sp"	"CSBr16-57R1"	"Nitriliruptoraceae"	"Nitriliruptorales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"CSBr16-58 sp"	"CSBr16-58"	"Schleiferiaceae"	"Flavobacteriales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"CSBR16-87 sp"	"CSBR16-87"	"Izemoplasmataceae"	"Izemoplasmatales"	"Bacilli"	"Firmicutes"	"Bacteria"
"CSBR16-88 sp"	"CSBR16-88"	"DTU012"	"DTU010"	"Limnochordia"	"Firmicutes"	"Bacteria"
"CSP1-2 sp"	"CSP1-2"	"CSP1-2"	"UBA2774"	"UBA1144"	"Desulfobacterota"	"Bacteria"
"CSP1-3 sp"	"CSP1-3"	"CSP1-3"	"CSP1-3"	"CSP1-3"	"CSP1-3"	"Bacteria"
"CSP1-4 sp"	"CSP1-4"	"CSP1-4"	"CSP1-4"	"Ellin6529"	"Chloroflexota"	"Bacteria"
"CSP1-5 sp"	"CSP1-5"	"CSP1-5"	"Methylomirabilales"	"Methylomirabilia"	"Methylomirabilota"	"Bacteria"
"CSP1-6 sp"	"CSP1-6"	"CSP1-6"	"Rokubacteriales"	"Methylomirabilia"	"Methylomirabilota"	"Bacteria"
"CSP1-8 sp"	"CSP1-8"	"MBNT15"	"MBNT15"	"MBNT15"	"Desulfobacterota"	"Bacteria"
"CSSED10-109M sp"	"CSSED10-109M"	"CAG-822"	"RF39"	"Bacilli"	"Firmicutes"	"Bacteria"
"CSSED10-310 sp"	"CSSED10-310"	"CSSED10-310"	"CSSED10-310"	"CSSED10-310"	"CSSED10-310"	"Bacteria"
"CSSED10-335 sp"	"CSSED10-335"	"CSSED10-335"	"Paceibacterales"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"CSSED10-376 sp"	"CSSED10-376"	"CSSED10-376"	"Halanaerobiales"	"Halanaerobiia"	"Firmicutes"	"Bacteria"
"CSSed10-48 sp"	"CSSed10-48"	"Trueperaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"CSSED10-83 sp"	"CSSED10-83"	"RBG-13-42-11"	"Paceibacterales"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"CSSED11-109 sp"	"CSSED11-109"	"UBA8154"	"DTU022"	"Dethiobacteria"	"Firmicutes"	"Bacteria"
"CSSED11-154 sp"	"CSSED11-154"	"SLMV01"	"SLMV01"	"SLMV01"	"Firmicutes"	"Bacteria"
"CSSed11-175R1 sp"	"CSSed11-175R1"	"Nitriliruptoraceae"	"Nitriliruptorales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"CSSED11-181 sp"	"CSSED11-181"	"UBA8154"	"DTU022"	"Dethiobacteria"	"Firmicutes"	"Bacteria"
"CSSed11-197 sp"	"CSSed11-197"	"Dehalococcoidaceae"	"Dehalococcoidales"	"Dehalococcoidia"	"Chloroflexota"	"Bacteria"
"CSSED11-302 sp"	"CSSED11-302"	"SZUA-545"	"Campylobacterales"	"Campylobacteria"	"Campylobacterota"	"Bacteria"
"CSSED11-315 sp"	"CSSED11-315"	"UBA2163"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"CSSed11-55 sp"	"CSSed11-55"	"UBA6960"	"SG8-23"	"Gemmatimonadetes"	"Gemmatimonadota"	"Bacteria"
"CT4 sp"	"CT4"	"Clostridiaceae"	"Clostridiales"	"Clostridia"	"Firmicutes"	"Bacteria"
"Cucumibacter marinus"	"Cucumibacter"	"Devosiaceae"	"Rhizobiales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cumulibacter soli"	"Cumulibacter"	"Geodermatophilaceae"	"Mycobacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Cumulibacter sp"	"Cumulibacter"	"Geodermatophilaceae"	"Mycobacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Cuneatibacter caecimuris"	"Cuneatibacter"	"Lachnospiraceae"	"Lachnospirales"	"Clostridia"	"Firmicutes"	"Bacteria"
"Cupriavidus alkaliphilus"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus basilensis"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus gilardii"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus metallidurans"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus nantongensis"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus necator"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus oxalaticus"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus pauculus"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus pickettii"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus pinatubonensis"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus plantarum"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus sp"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cupriavidus taiwanensis"	"Cupriavidus"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Curtobacterium ammoniigenes"	"Curtobacterium"	"Microbacteriaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Curtobacterium citreum"	"Curtobacterium"	"Microbacteriaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Curtobacterium flaccumfaciens"	"Curtobacterium"	"Microbacteriaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Curtobacterium luteum"	"Curtobacterium"	"Microbacteriaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Curtobacterium oceanosedimentum"	"Curtobacterium"	"Microbacteriaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Curtobacterium pusillum"	"Curtobacterium"	"Microbacteriaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Curtobacterium sp"	"Curtobacterium"	"Microbacteriaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Curvibacter gracilis"	"Curvibacter"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Curvibacter lanceolatus"	"Curvibacter"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Curvibacter sp"	"Curvibacter"	"Burkholderiaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cuspidothrix issatschenkoi"	"Cuspidothrix"	"Nostocaceae"	"Cyanobacteriales"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cutibacterium acnes"	"Cutibacterium"	"Propionibacteriaceae"	"Propionibacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Cutibacterium avidum"	"Cutibacterium"	"Propionibacteriaceae"	"Propionibacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Cutibacterium granulosum"	"Cutibacterium"	"Propionibacteriaceae"	"Propionibacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Cutibacterium humerusii"	"Cutibacterium"	"Propionibacteriaceae"	"Propionibacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Cutibacterium namnetense"	"Cutibacterium"	"Propionibacteriaceae"	"Propionibacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Cutibacterium timonense"	"Cutibacterium"	"Propionibacteriaceae"	"Propionibacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"CV81 sp"	"CV81"	"Parvularculaceae"	"Caulobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cyanobacterium sp"	"Cyanobacterium"	"Cyanobacteriaceae"	"Cyanobacteriales"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cyanobacterium stanieri"	"Cyanobacterium"	"Cyanobacteriaceae"	"Cyanobacteriales"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cyanobium gracile"	"Cyanobium"	"Cyanobiaceae"	"PCC-6307"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cyanobium minutissimum"	"Cyanobium"	"Cyanobiaceae"	"PCC-6307"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cyanobium sp"	"Cyanobium"	"Cyanobiaceae"	"PCC-6307"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cyanobium usitatum"	"Cyanobium"	"Cyanobiaceae"	"PCC-6307"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cyanothece sp"	"Cyanothece"	"Thermosynechococcaceae"	"Thermosynechococcales"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cyclobacterium amurskyense"	"Cyclobacterium"	"Cyclobacteriaceae"	"Cytophagales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Cyclobacterium halophilum"	"Cyclobacterium"	"Cyclobacteriaceae"	"Cytophagales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Cyclobacterium lianum"	"Cyclobacterium"	"Cyclobacteriaceae"	"Cytophagales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Cyclobacterium marinum"	"Cyclobacterium"	"Cyclobacteriaceae"	"Cytophagales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Cyclobacterium qasimii"	"Cyclobacterium"	"Cyclobacteriaceae"	"Cytophagales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Cycloclasticus pugetii"	"Cycloclasticus"	"Cycloclasticaceae"	"Methylococcales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cycloclasticus sp"	"Cycloclasticus"	"Cycloclasticaceae"	"Methylococcales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cyclonatronum proteinivorum"	"Cyclonatronum"	"PXAI01"	"Balneolales"	"Rhodothermia"	"Bacteroidota"	"Bacteria"
"Cyclonatronum sp"	"Cyclonatronum"	"PXAI01"	"Balneolales"	"Rhodothermia"	"Bacteroidota"	"Bacteria"
"Cylindrospermum sp"	"Cylindrospermum"	"Nostocaceae"	"Cyanobacteriales"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cylindrospermum stagnale"	"Cylindrospermum"	"Nostocaceae"	"Cyanobacteriales"	"Cyanobacteriia"	"Cyanobacteria"	"Bacteria"
"Cypionkella psychrotolerans"	"Cypionkella"	"Rhodobacteraceae"	"Rhodobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"Cypionkella sp"	"Cypionkella"	"Rhodobacteraceae"	"Rhodobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"CYSP01 sp"	"CYSP01"	"Propionisporaceae"	"Propionisporales"	"Negativicutes"	"Firmicutes"	"Bacteria"
"Cystobacter ferrugineus"	"Cystobacter"	"Myxococcaceae"	"Myxococcales"	"Myxococcia"	"Myxococcota"	"Bacteria"
"Cystobacter fuscus"	"Cystobacter"	"Myxococcaceae"	"Myxococcales"	"Myxococcia"	"Myxococcota"	"Bacteria"
"Cytophaga aurantiaca"	"Cytophaga"	"Cytophagaceae"	"Cytophagales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Cytophaga hutchinsonii"	"Cytophaga"	"Cytophagaceae"	"Cytophagales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"D16-34 sp"	"D16-34"	"Eggerthellaceae"	"Coriobacteriales"	"Coriobacteriia"	"Actinobacteriota"	"Bacteria"
"D16-63 sp"	"D16-63"	"Eggerthellaceae"	"Coriobacteriales"	"Coriobacteriia"	"Actinobacteriota"	"Bacteria"
"D1FN1-002 sp"	"D1FN1-002"	"D1FN1-002"	"OPB41"	"Coriobacteriia"	"Actinobacteriota"	"Bacteria"
"D2-FULL-39-29 sp"	"D2-FULL-39-29"	"D2-FULL-39-29"	"D2-FULL-39-29"	"D2-FULL-39-29"	"Firestonebacteria"	"Bacteria"
"D2472 sp"	"D2472"	"D2472"	"SAR86"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"D37C17 sp"	"D37C17"	"D37C17"	"SCGC-AAA003-L08"	"Marinisomatia"	"Marinisomatota"	"Bacteria"
"D4M1 sp"	"D4M1"	"Rhodobacteraceae"	"Rhodobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"D5 sp"	"D5"	"Ruminococcaceae"	"Oscillospirales"	"Clostridia"	"Firmicutes"	"Bacteria"
"Dactylosporangium aurantiacum"	"Dactylosporangium"	"Micromonosporaceae"	"Mycobacteriales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Daejeonella luteus"	"Daejeonella"	"Sphingobacteriaceae"	"Sphingobacteriales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Daejeonella oryzae"	"Daejeonella"	"Sphingobacteriaceae"	"Sphingobacteriales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Daejeonella ruber"	"Daejeonella"	"Sphingobacteriaceae"	"Sphingobacteriales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Daejeonella sp"	"Daejeonella"	"Sphingobacteriaceae"	"Sphingobacteriales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"Dasania marina"	"Dasania"	"Spongiibacteraceae"	"Pseudomonadales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"DB1 sp"	"DB1"	"Desulfurivibrionaceae"	"Desulfobulbales"	"Desulfobulbia"	"Desulfobacterota"	"Bacteria"
"DB6-IX sp"	"DB6-IX"	"Bacteriovoracaceae"	"Bacteriovoracales"	"Bacteriovoracia"	"Bdellovibrionota"	"Bacteria"
"DC0425bin3 sp"	"DC0425bin3"	"DC0425bin3"	"Magnetococcales"	"Magnetococcia"	"Proteobacteria"	"Bacteria"
"DDH964 sp"	"DDH964"	"Trichloromonadaceae"	"Desulfuromonadales"	"Desulfuromonadia"	"Desulfobacterota"	"Bacteria"
"DDPF01 sp"	"DDPF01"	"Legionellaceae"	"Legionellales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Deefgea rivuli"	"Deefgea"	"Chitinibacteraceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"Deferribacter desulfuricans"	"Deferribacter"	"Deferribacteraceae"	"Deferribacterales"	"Deferribacteres"	"Deferribacterota"	"Bacteria"
"Deferrimonas soudanensis"	"Deferrimonas"	"Trichloromonadaceae"	"Desulfuromonadales"	"Desulfuromonadia"	"Desulfobacterota"	"Bacteria"
"Deferrisoma camini"	"Deferrisoma"	"Defferisomataceae"	"Defferisomatales"	"Defferisomatia"	"Desulfobacterota"	"Bacteria"
"Defluviicoccus sp"	"Defluviicoccus"	"Defluviicoccaceae"	"Defluviicoccales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"Defluviimonas denitrificans"	"Defluviimonas"	"Rhodobacteraceae"	"Rhodobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"Defluviimonas sp"	"Defluviimonas"	"Rhodobacteraceae"	"Rhodobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"Defluviimonas alba"	"Defluviimonas"	"Rhodobacteraceae"	"Rhodobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"Defluviimonas aquaemixtae"	"Defluviimonas"	"Rhodobacteraceae"	"Rhodobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"Defluviitalea phaphyphila"	"Defluviitalea"	"Defluviitaleaceae"	"Lachnospirales"	"Clostridia"	"Firmicutes"	"Bacteria"
"Defluviitoga tunisiensis"	"Defluviitoga"	"Petrotogaceae"	"Petrotogales"	"Thermotogae"	"Thermotogota"	"Bacteria"
"Dehalobacter restrictus"	"Dehalobacter"	"Syntrophobotulaceae"	"Desulfitobacteriales"	"Desulfitobacteriia"	"Firmicutes"	"Bacteria"
"Dehalobacter sp"	"Dehalobacter"	"Syntrophobotulaceae"	"Desulfitobacteriales"	"Desulfitobacteriia"	"Firmicutes"	"Bacteria"
"Dehalobacterium formicoaceticum"	"Dehalobacterium"	"Dehalobacteriaceae"	"Dehalobacteriales"	"Dehalobacteriia"	"Firmicutes"	"Bacteria"
"Dehalococcoides mccartyi"	"Dehalococcoides"	"Dehalococcoidaceae"	"Dehalococcoidales"	"Dehalococcoidia"	"Chloroflexota"	"Bacteria"
"Dehalogenimonas alkenigignens"	"Dehalogenimonas"	"Dehalococcoidaceae"	"Dehalococcoidales"	"Dehalococcoidia"	"Chloroflexota"	"Bacteria"
"Dehalogenimonas formicexedens"	"Dehalogenimonas"	"Dehalococcoidaceae"	"Dehalococcoidales"	"Dehalococcoidia"	"Chloroflexota"	"Bacteria"
"Dehalogenimonas lykanthroporepellens"	"Dehalogenimonas"	"Dehalococcoidaceae"	"Dehalococcoidales"	"Dehalococcoidia"	"Chloroflexota"	"Bacteria"
"Dehalogenimonas sp"	"Dehalogenimonas"	"Dehalococcoidaceae"	"Dehalococcoidales"	"Dehalococcoidia"	"Chloroflexota"	"Bacteria"
"Deinococcus actinosclerus"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus aerius"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus apachensis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus aquatilis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus deserti"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus ficus"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus frigens"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus geothermalis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus gobiensis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus grandis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus hopiensis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus indicus"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus irradiatisoli"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus koreensis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus marmoris"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus metallilatus"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus murrayi"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus phoenicis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus planocerae"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus proteolyticus"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus puniceus"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus radiodurans"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus radiophilus"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus radiopugnans"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus reticulitermitis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus soli"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus sp"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus wulumuqiensis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus peraridilitoris"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus pimensis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus yavapaiensis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus maricopensis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Deinococcus misasensis"	"Deinococcus"	"Deinococcaceae"	"Deinococcales"	"Deinococci"	"Deinococcota"	"Bacteria"
"Dellaglioa algida"	"Dellaglioa"	"Lactobacillaceae"	"Lactobacillales"	"Bacilli"	"Firmicutes"	"Bacteria"
"Delta-01 sp"	"Delta-01"	"Syntrophobacteraceae"	"Syntrophobacterales"	"Syntrophobacteria"	"Desulfobacterota"	"Bacteria"
"Delta-02 sp"	"Delta-02"	"Syntrophorhabdaceae"	"Syntrophorhabdales"	"Syntrophorhabdia"	"Desulfobacterota"	"Bacteria"
"Demequina aestuarii"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina aurantiaca"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina flava"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina gelatinilytica"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina globuliformis"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina iriomotensis"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina lutea"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina mangrovi"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina maris"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina oxidasica"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina pelophila"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina phytophila"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina rhizosphaerae"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina salsinemoris"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
"Demequina sediminicola"	"Demequina"	"Demequinaceae"	"Actinomycetales"	"Actinomycetia"	"Actinobacteriota"	"Bacteria"
